Category,Allocated UUID,Allocated for,,,,,
GATT Characteristic and Object Type,0x2B3E,CardioRespiratory Activity Instantaneous Data,,,,,
GATT Characteristic and Object Type,0x2B3F,CardioRespiratory Activity Summary Data,,,,,
GATT Characteristic and Object Type,0x2B40,Step Counter Activity Summary Data,,,,,
GATT Characteristic and Object Type,0x2B41,Sleep Activity Instantaneous Data,,,,,
GATT Characteristic and Object Type,0x2B42,Sleep Activity Summary Data,,,,,
GATT Characteristic and Object Type,0x2B43,Physical Activity Monitor Control Point,,,,,
GATT Characteristic and Object Type,0x2B44,Current Session,,,,,
GATT Characteristic and Object Type,0x2B45,Session,,,,,
GATT Characteristic and Object Type,0x2B46,Preferred Units,,,,,
GATT Characteristic and Object Type,0x2B47,High Resolution Height,,,,,
GATT Characteristic and Object Type,0x2B48,Middle Name,,,,,
GATT Characteristic and Object Type,0x2B49,Stride Length,,,,,
GATT Characteristic and Object Type,0x2B4A,Handedness,,,,,
GATT Characteristic and Object Type,0x2B4B,Device Wearing Position,,,,,
GATT Characteristic and Object Type,0x2B4C,Four Zone Heart Rate Limits,,,,,
GATT Characteristic and Object Type,0x2B4D,High Intensity Exercise Threshold,,,,,
GATT Characteristic and Object Type,0x2B4E,Activity Goal,,,,,
GATT Characteristic and Object Type,0x2B4F,Sedentary Interval Notification,,,,,
GATT Characteristic and Object Type,0x2B50,Caloric Intake,,,,,
GATT Characteristic and Object Type,0x2B51,TMAP Role characteristic,,,,,
GATT Characteristic and Object Type,0x2B77,Audio Input State,,,,,
GATT Characteristic and Object Type,0x2B78,Gain Settings Attribute,,,,,
GATT Characteristic and Object Type,0x2B79,Audio Input Type,,,,,
GATT Characteristic and Object Type,0x2B7A,Audio Input Status,,,,,
GATT Characteristic and Object Type,0x2B7B,Audio Input Control Point,,,,,
GATT Characteristic and Object Type,0x2B7C,Audio Input Description,,,,,
GATT Characteristic and Object Type,0x2B7D,Volume State,,,,,
GATT Characteristic and Object Type,0x2B7E,Volume Control Point,,,,,
GATT Characteristic and Object Type,0x2B7F,Volume Flags,,,,,
GATT Characteristic and Object Type,0x2B80,Offset State,,,,,
GATT Characteristic and Object Type,0x2B81,Audio Location,,,,,
GATT Characteristic and Object Type,0x2B82,Volume Offset Control Point,,,,,
GATT Characteristic and Object Type,0x2B83,Audio Output Description,,,,,
GATT Characteristic and Object Type,0x2B84,Set Identity Resolving Key Characteristic,,,,,
GATT Characteristic and Object Type,0x2B85,Size Characteristic,,,,,
GATT Characteristic and Object Type,0x2B86,Lock Characteristic,,,,,
GATT Characteristic and Object Type,0x2B87,Rank Characteristic,,,,,
GATT Characteristic and Object Type,0x2B8E,Device Time Feature,,,,,
GATT Characteristic and Object Type,0x2B8F,Device Time Parameters,,,,,
GATT Characteristic and Object Type,0x2B90,Device Time,,,,,
GATT Characteristic and Object Type,0x2B91,Device Time Control Point,,,,,
GATT Characteristic and Object Type,0x2B92,Time Change Log Data,,,,,
GATT Characteristic and Object Type,0x2B93,Media Player Name,,,,,
GATT Characteristic and Object Type,0x2B94,Media Player Icon Object ID,,,,,
GATT Characteristic and Object Type,0x2B95,Media Player Icon URL,,,,,
GATT Characteristic and Object Type,0x2B96,Track Changed,,,,,
GATT Characteristic and Object Type,0x2B97,Track Title,,,,,
GATT Characteristic and Object Type,0x2B98,Track Duration,,,,,
GATT Characteristic and Object Type,0x2B99,Track Position,,,,,
GATT Characteristic and Object Type,0x2B9A,Playback Speed,,,,,
GATT Characteristic and Object Type,0x2B9B,Seeking Speed,,,,,
GATT Characteristic and Object Type,0x2B9C,Current Track Segments Object ID,,,,,
GATT Characteristic and Object Type,0x2B9D,Current Track Object ID,,,,,
GATT Characteristic and Object Type,0x2B9E,Next Track Object ID,,,,,
GATT Characteristic and Object Type,0x2B9F,Parent Group Object ID,,,,,
GATT Characteristic and Object Type,0x2BA0,Current Group Object ID,,,,,
GATT Characteristic and Object Type,0x2BA1,Playing Order,,,,,
GATT Characteristic and Object Type,0x2BA2,Playing Orders Supported,,,,,
GATT Characteristic and Object Type,0x2BA3,Media State,,,,,
GATT Characteristic and Object Type,0x2BA4,Media Control Point,,,,,
GATT Characteristic and Object Type,0x2BA5,Media Control Point Opcodes Supported,,,,,
GATT Characteristic and Object Type,0x2BA6,Search Results Object ID,,,,,
GATT Characteristic and Object Type,0x2BA7,Search Control Point,,,,,
GATT Characteristic and Object Type,0x2BA9,Media Player Icon Object Type,,,,,
GATT Characteristic and Object Type,0x2BAA,Track Segments Object Type,,,,,
GATT Characteristic and Object Type,0x2BAB,Track Object Type,,,,,
GATT Characteristic and Object Type,0x2BAC,Group Object Type,,,,,
GATT Characteristic and Object Type,0x2BAD,Constant Tone Extension Enable,,,,,
GATT Characteristic and Object Type,0x2BAE,Advertising Constant Tone Extension Minimum Length,,,,,
GATT Characteristic and Object Type,0x2BAF,Advertising Constant Tone Extension Minimum Transmit Count,,,,,
GATT Characteristic and Object Type,0x2BB0,Advertising Constant Tone Extension Transmit Duration,,,,,
GATT Characteristic and Object Type,0x2BB1,Advertising Constant Tone Extension Interval,,,,,
GATT Characteristic and Object Type,0x2BB2,Advertising Constant Tone Extension PHY,,,,,
GATT Characteristic and Object Type,0x2BB3,Bearer Provider Name,,,,,
GATT Characteristic and Object Type,0x2BB4,Bearer UCI,,,,,
GATT Characteristic and Object Type,0x2BB5,Bearer Technology,,,,,
GATT Characteristic and Object Type,0x2BB6,Bearer URI Schemes Supported List,,,,,
GATT Characteristic and Object Type,0x2BB7,Bearer Signal Strength,,,,,
GATT Characteristic and Object Type,0x2BB8,Bearer Signal Strength Reporting Interval,,,,,
GATT Characteristic and Object Type,0x2BB9,Bearer List Current Calls,,,,,
GATT Characteristic and Object Type,0x2BBA,Content Control ID,,,,,
GATT Characteristic and Object Type,0x2BBB,Status Flags,,,,,
GATT Characteristic and Object Type,0x2BBC,Incoming Call Target Bearer URI,,,,,
GATT Characteristic and Object Type,0x2BBD,Call State,,,,,
GATT Characteristic and Object Type,0x2BBE,Call Control Point,,,,,
GATT Characteristic and Object Type,0x2BBF,Call Control Point Optional Opcodes,,,,,
GATT Characteristic and Object Type,0x2BC0,Termination Reason,,,,,
GATT Characteristic and Object Type,0x2BC1,Incoming Call,,,,,
GATT Characteristic and Object Type,0x2BC2,Call Friendly Name,,,,,
GATT Characteristic and Object Type,0x2BC3,Mute,,,,,
GATT Characteristic and Object Type,0x2BC4,Sink ASE,,,,,
GATT Characteristic and Object Type,0x2BC5,Source ASE,,,,,
GATT Characteristic and Object Type,0x2BC6,ASE Control Point,,,,,
GATT Characteristic and Object Type,0x2BC7,Broadcast Audio Scan Control Point,,,,,
GATT Characteristic and Object Type,0x2BC8,Broadcast Receive State,,,,,
GATT Characteristic and Object Type,0x2BC9,Sink PAC,,,,,
GATT Characteristic and Object Type,0x2BCA,Sink Audio Locations,,,,,
GATT Characteristic and Object Type,0x2BCB,Source PAC,,,,,
GATT Characteristic and Object Type,0x2BCC,Source Audio Locations,,,,,
GATT Characteristic and Object Type,0x2BCD,Available Audio Contexts,,,,,
GATT Characteristic and Object Type,0x2BCE,Supported Audio Contexts,,,,,
GATT Characteristic and Object Type,0x2BCF,Ammonia Concentration,,,,,
GATT Characteristic and Object Type,0x2BD0,Carbon Monoxide Concentration,,,,,
GATT Characteristic and Object Type,0x2BD1,Methane Concentration,,,,,
GATT Characteristic and Object Type,0x2BD2,Nitrogen Dioxide Concentration,,,,,
GATT Characteristic and Object Type,0x2BD3,Non-Methane Volatile Organic Compounds Concentration,,,,,
GATT Characteristic and Object Type,0x2BD4,Ozone Concentration,,,,,
GATT Characteristic and Object Type,0x2BD5,Particulate Matter - PM1 Concentration,,,,,
GATT Characteristic and Object Type,0x2BD6,Particulate Matter - PM2.5 Concentration,,,,,
GATT Characteristic and Object Type,0x2BD7,Particulate Matter - PM10 Concentration,,,,,
GATT Characteristic and Object Type,0x2BD8,Sulfur Dioxide Concentration,,,,,
GATT Characteristic and Object Type,0x2BD9,Sulfur Hexafluoride Concentration,,,,,
GATT Declarations,0x2800,Primary Service,,,,,
GATT Declarations,0x2801,Secondary Service,,,,,
GATT Declarations,0x2802,Include,,,,,
GATT Declarations,0x2803,Characteristic,,,,,
GATT Descriptor,0x2900,Characteristic Extended Properties,,,,,
GATT Descriptor,0x2901,Characteristic User Description,,,,,
GATT Descriptor,0x2902,Client Characteristic Configuration,,,,,
GATT Descriptor,0x2903,Server Characteristic Configuration,,,,,
GATT Descriptor,0x2904,Characteristic Presentation Format,,,,,
GATT Descriptor,0x2905,Characteristic Aggregate Format,,,,,
GATT Descriptor,0x2906,Valid Range,,,,,
GATT Descriptor,0x2907,External Report Reference,,,,,
GATT Descriptor,0x2908,Report Reference,,,,,
GATT Descriptor,0x2909,Number of Digitals,,,,,
GATT Descriptor,0x290A,Value Trigger Setting,,,,,
GATT Descriptor,0x290B,Environmental Sensing Configuration,,,,,
GATT Descriptor,0x290C,Environmental Sensing Measurement,,,,,
GATT Descriptor,0x290D,Environmental Sensing Trigger Setting,,,,,
GATT Descriptor,0x290E,Time Trigger Setting,,,,,
GATT Descriptor,0x290F,Complete BR-EDR Transport Block Data,,,,,
GATT Service,0x1800,Generic Access,,,,,
GATT Service,0x1801,Generic Attribute,,,,,
GATT Service,0x1802,Immediate Alert,,,,,
GATT Service,0x1803,Link Loss,,,,,
GATT Service,0x1804,Tx Power,,,,,
GATT Service,0x1805,Current Time,,,,,
GATT Service,0x1806,Reference Time Update,,,,,
GATT Service,0x1807,Next DST Change,,,,,
GATT Service,0x1808,Glucose,,,,,
GATT Service,0x1809,Health Thermometer,,,,,
GATT Service,0x180A,Device Information,,,,,
GATT Service,0x180D,Heart Rate,,,,,
GATT Service,0x180E,Phone Alert Status,,,,,
GATT Service,0x180F,Battery,,,,,
GATT Service,0x1810,Blood Pressure,,,,,
GATT Service,0x1811,Alert Notification,,,,,
GATT Service,0x1812,Human Interface Device,,,,,
GATT Service,0x1813,Scan Parameters,,,,,
GATT Service,0x1814,Running Speed and Cadence,,,,,
GATT Service,0x1815,Automation IO,,,,,
GATT Service,0x1816,Cycling Speed and Cadence,,,,,
GATT Service,0x1818,Cycling Power,,,,,
GATT Service,0x1819,Location and Navigation,,,,,
GATT Service,0x181A,Environmental Sensing,,,,,
GATT Service,0x181B,Body Composition,,,,,
GATT Service,0x181C,User Data,,,,,
GATT Service,0x181D,Weight Scale,,,,,
GATT Service,0x181E,Bond Management,,,,,
GATT Service,0x181F,Continuous Glucose Monitoring,,,,,
GATT Service,0x1820,Internet Protocol Support,,,,,
GATT Service,0x1821,Indoor Positioning,,,,,
GATT Service,0x1822,Pulse Oximeter,,,,,
GATT Service,0x1823,HTTP Proxy,,,,,
GATT Service,0x1824,Transport Discovery,,,,,
GATT Service,0x1825,Object Transfer,,,,,
GATT Service,0x1826,Fitness Machine,,,,,
GATT Service,0x1827,Mesh Provisioning,,,,,
GATT Service,0x1828,Mesh Proxy,,,,,
GATT Service,0x1829,Reconnection Configuration,,,,,
GATT Service,0x183A,Insulin Delivery,,,,,
GATT Service,0x183B,Binary Sensor,,,,,
GATT Service,0x183C,Emergency Configuration,,,,,
GATT Service,0x183E,Physical Activity Monitor,,,,,
GATT Service,0x1843,Audio Input Control,,,,,
GATT Service,0x1844,Volume Control,,,,,
GATT Service,0x1845,Volume Offset Control,,,,,
GATT Service,0x1846,Coordinated Set Identification Service,,,,,
GATT Service,0x1847,Device Time,,,,,
GATT Service,0x1848,Media Control Service,,,,,
GATT Service,0x1849,Generic Media Control Service,,,,,
GATT Service,0x184A,Constant Tone Extension,,,,,
GATT Service,0x184B,Telephone Bearer Service,,,,,
GATT Service,0x184C,Generic Telephone Bearer Service,,,,,
GATT Service,0x184D,Microphone Control,,,,,
GATT Service,0x184E,Audio Stream Control Service,,,,,
GATT Service,0x184F,Broadcast Audio Scan Service,,,,,
GATT Service,0x1850,Published Audio Capabilities Service,,,,,
GATT Service,0x1851,Basic Audio Announcement Service,,,,,
GATT Service,0x1852,Broadcast Audio Announcement Service,,,,,
GATT Service,0x1853,Common Audio Service,,,,,
GATT Service,0x1854,Hearing Access Service,,,,,
GATT Service,0x1855,TMAS Service,,,,,
GATT Unit,0x2700,unitless,,,,,
GATT Unit,0x2701,length (metre),,,,,
GATT Unit,0x2702,mass (kilogram),,,,,
GATT Unit,0x2703,time (second),,,,,
GATT Unit,0x2704,electric current (ampere),,,,,
GATT Unit,0x2705,thermodynamic temperature (kelvin),,,,,
GATT Unit,0x2706,amount of substance (mole),,,,,
GATT Unit,0x2707,luminous intensity (candela),,,,,
GATT Unit,0x2710,area (square metres),,,,,
GATT Unit,0x2711,volume (cubic metres),,,,,
GATT Unit,0x2712,velocity (metres per second),,,,,
GATT Unit,0x2713,acceleration (metres per second squared),,,,,
GATT Unit,0x2714,wavenumber (reciprocal metre),,,,,
GATT Unit,0x2715,density (kilogram per cubic metre),,,,,
GATT Unit,0x2716,surface density (kilogram per square metre),,,,,
GATT Unit,0x2717,specific volume (cubic metre per kilogram),,,,,
GATT Unit,0x2718,current density (ampere per square metre),,,,,
GATT Unit,0x2719,magnetic field strength (ampere per metre),,,,,
GATT Unit,0x271A,amount concentration (mole per cubic metre),,,,,
GATT Unit,0x271B,mass concentration (kilogram per cubic metre),,,,,
GATT Unit,0x271C,luminance (candela per square metre),,,,,
GATT Unit,0x271D,refractive index,,,,,
GATT Unit,0x271E,relative permeability,,,,,
GATT Unit,0x2720,plane angle (radian),,,,,
GATT Unit,0x2721,solid angle (steradian),,,,,
GATT Unit,0x2722,frequency (hertz),,,,,
GATT Unit,0x2723,force (newton),,,,,
GATT Unit,0x2724,pressure (pascal),,,,,
GATT Unit,0x2725,energy (joule),,,,,
GATT Unit,0x2726,power (watt),,,,,
GATT Unit,0x2727,electric charge (coulomb),,,,,
GATT Unit,0x2728,electric potential difference (volt),,,,,
GATT Unit,0x2729,capacitance (farad),,,,,
GATT Unit,0x272A,electric resistance (ohm),,,,,
GATT Unit,0x272B,electric conductance (siemens),,,,,
GATT Unit,0x272C,magnetic flux (weber),,,,,
GATT Unit,0x272D,magnetic flux density (tesla),,,,,
GATT Unit,0x272E,inductance (henry),,,,,
GATT Unit,0x272F,Celsius temperature (degree Celsius),,,,,
GATT Unit,0x2730,luminous flux (lumen),,,,,
GATT Unit,0x2731,illuminance (lux),,,,,
GATT Unit,0x2732,activity referred to a radionuclide (becquerel),,,,,
GATT Unit,0x2733,absorbed dose (gray),,,,,
GATT Unit,0x2734,dose equivalent (sievert),,,,,
GATT Unit,0x2735,catalytic activity (katal),,,,,
GATT Unit,0x2740,dynamic viscosity (pascal second),,,,,
GATT Unit,0x2741,moment of force (newton metre),,,,,
GATT Unit,0x2742,surface tension (newton per metre),,,,,
GATT Unit,0x2743,angular velocity (radian per second),,,,,
GATT Unit,0x2744,angular acceleration (radian per second squared),,,,,
GATT Unit,0x2745,heat flux density (watt per square metre),,,,,
GATT Unit,0x2746,heat capacity (joule per kelvin),,,,,
GATT Unit,0x2747,specific heat capacity (joule per kilogram kelvin),,,,,
GATT Unit,0x2748,specific energy (joule per kilogram),,,,,
GATT Unit,0x2749,thermal conductivity (watt per metre kelvin),,,,,
GATT Unit,0x274A,energy density (joule per cubic metre),,,,,
GATT Unit,0x274B,electric field strength (volt per metre),,,,,
GATT Unit,0x274C,electric charge density (coulomb per cubic metre),,,,,
GATT Unit,0x274D,surface charge density (coulomb per square metre),,,,,
GATT Unit,0x274E,electric flux density (coulomb per square metre),,,,,
GATT Unit,0x274F,permittivity (farad per metre),,,,,
GATT Unit,0x2750,permeability (henry per metre),,,,,
GATT Unit,0x2751,molar energy (joule per mole),,,,,
GATT Unit,0x2752,molar entropy (joule per mole kelvin),,,,,
GATT Unit,0x2753,exposure (coulomb per kilogram),,,,,
GATT Unit,0x2754,absorbed dose rate (gray per second),,,,,
GATT Unit,0x2755,radiant intensity (watt per steradian),,,,,
GATT Unit,0x2756,radiance (watt per square metre steradian),,,,,
GATT Unit,0x2757,catalytic activity concentration (katal per cubic metre),,,,,
GATT Unit,0x2760,time (minute),,,,,
GATT Unit,0x2761,time (hour),,,,,
GATT Unit,0x2762,time (day),,,,,
GATT Unit,0x2763,plane angle (degree),,,,,
GATT Unit,0x2764,plane angle (minute),,,,,
GATT Unit,0x2765,plane angle (second),,,,,
GATT Unit,0x2766,area (hectare),,,,,
GATT Unit,0x2767,volume (litre),,,,,
GATT Unit,0x2768,mass (tonne),,,,,
GATT Unit,0x2780,pressure (bar),,,,,
GATT Unit,0x2781,pressure (millimetre of mercury),,,,,
GATT Unit,0x2782,length (ångström),,,,,
GATT Unit,0x2783,length (nautical mile),,,,,
GATT Unit,0x2784,area (barn),,,,,
GATT Unit,0x2785,velocity (knot),,,,,
GATT Unit,0x2786,logarithmic radio quantity (neper),,,,,
GATT Unit,0x2787,logarithmic radio quantity (bel),,,,,
GATT Unit,0x27A0,length (yard),,,,,
GATT Unit,0x27A1,length (parsec),,,,,
GATT Unit,0x27A2,length (inch),,,,,
GATT Unit,0x27A3,length (foot),,,,,
GATT Unit,0x27A4,length (mile),,,,,
GATT Unit,0x27A5,pressure (pound-force per square inch),,,,,
GATT Unit,0x27A6,velocity (kilometre per hour),,,,,
GATT Unit,0x27A7,velocity (mile per hour),,,,,
GATT Unit,0x27A8,angular velocity (revolution per minute),,,,,
GATT Unit,0x27A9,energy (gram calorie),,,,,
GATT Unit,0x27AA,energy (kilogram calorie),,,,,
GATT Unit,0x27AB,energy (kilowatt hour),,,,,
GATT Unit,0x27AC,thermodynamic temperature (degree Fahrenheit),,,,,
GATT Unit,0x27AD,percentage,,,,,
GATT Unit,0x27AE,per mille,,,,,
GATT Unit,0x27AF,period (beats per minute),,,,,
GATT Unit,0x27B0,electric charge (ampere hours),,,,,
GATT Unit,0x27B1,mass density (milligram per decilitre),,,,,
GATT Unit,0x27B2,mass density (millimole per litre),,,,,
GATT Unit,0x27B3,time (year),,,,,
GATT Unit,0x27B4,time (month),,,,,
GATT Unit,0x27B5,concentration (count per cubic metre),,,,,
GATT Unit,0x27B6,irradiance (watt per square metre),,,,,
GATT Unit,0x27B7,milliliter (per kilogram per minute),,,,,
GATT Unit,0x27B8,mass (pound),,,,,
GATT Unit,0x27B9,metabolic equivalent,,,,,
GATT Unit,0x27BA,step (per minute),,,,,
GATT Unit,0x27BC,stroke (per minute),,,,,
GATT Unit,0x27BD,pace (kilometre per minute),,,,,
GATT Unit,0x27BE,luminous efficacy (lumen per watt),,,,,
GATT Unit,0x27BF,luminous energy (lumen hour),,,,,
GATT Unit,0x27C0,luminous exposure (lux hour),,,,,
GATT Unit,0x27C1,mass flow (gram per second),,,,,
GATT Unit,0x27C2,volume flow (litre per second),,,,,
GATT Unit,0x27C3,sound pressure (decible),,,,,
GATT Unit,0x27C4,parts per million,,,,,
GATT Unit,0x27C5,parts per billion,,,,,
Protocol Identifier,0x0001,SDP,,,,,
Protocol Identifier,0x0002,UDP,,,,,
Protocol Identifier,0x0003,RFCOMM,,,,,
Protocol Identifier,0x0004,TCP,,,,,
Protocol Identifier,0x0005,TCS-BIN,,,,,
Protocol Identifier,0x0006,TCS-AT,,,,,
Protocol Identifier,0x0007,ATT,,,,,
Protocol Identifier,0x0008,OBEX,,,,,
Protocol Identifier,0x0009,IP,,,,,
Protocol Identifier,0x000A,FTP,,,,,
Protocol Identifier,0x000C,HTTP,,,,,
Protocol Identifier,0x000E,WSP,,,,,
Protocol Identifier,0x000F,BNEP,,,,,
Protocol Identifier,0x0010,UPNP,,,,,
Protocol Identifier,0x0011,HIDP,,,,,
Protocol Identifier,0x0012,HardcopyControlChannel,,,,,
Protocol Identifier,0x0014,HardcopyDataChannel,,,,,
Protocol Identifier,0x0016,HardcopyNotification,,,,,
Protocol Identifier,0x0017,AVCTP,,,,,
Protocol Identifier,0x0019,AVDTP,,,,,
Protocol Identifier,0x001B,CMTP,,,,,
Protocol Identifier,0x001E,MCAPControlChannel,,,,,
Protocol Identifier,0x001F,MCAPDataChannel,,,,,
Protocol Identifier,0x0100,L2CAP,,,,,
SDO GATT Service,0xFFF3,FiRa Consortium,,,,,
SDO GATT Service,0xFFF4,FiRa Consortium,,,,,
SDO GATT Service,0xFFF5,"Car Connectivity Consortium, LLC",,,,,
SDO GATT Service,0xFFF6,ZigBee Alliance,,,,,
SDO GATT Service,0xFFF7,ZigBee Alliance,,,,,
SDO GATT Service,0xFFF8,Mopria Alliance,,,,,
SDO GATT Service,0xFFF9,Fast IDentity Online Alliance (FIDO),,,,,
SDO GATT Service,0xFFFA,ASTM International,,,,,
SDO GATT Service,0xFFFB,"Thread Group, Inc.",,,,,
SDO GATT Service,0xFFFC,AirFuel Alliance,,,,,
SDO GATT Service,0xFFFD,Fast IDentity Online Alliance (FIDO),,,,,
SDO GATT Service,0xFFFE,AirFuel Alliance (formerly Alliance for Wireless Power),,,,,
Service Classes and Profiles,0x1000,ServiceDiscoveryServerServiceClassID,,,,,
Service Classes and Profiles,0x1001,BrowseGroupDescriptorServiceClassID,,,,,
Service Classes and Profiles,0x1101,SerialPort,,,,,
Service Classes and Profiles,0x1102,LANAccessUsingPPP,,,,,
Service Classes and Profiles,0x1103,DialupNetworking,,,,,
Service Classes and Profiles,0x1104,IrMCSync,,,,,
Service Classes and Profiles,0x1105,OBEXObjectPush,,,,,
Service Classes and Profiles,0x1106,OBEXFileTransfer,,,,,
Service Classes and Profiles,0x1107,IrMCSyncCommand,,,,,
Service Classes and Profiles,0x1108,Headset,,,,,
Service Classes and Profiles,0x1109,CordlessTelephony,,,,,
Service Classes and Profiles,0x110A,AudioSource,,,,,
Service Classes and Profiles,0x110B,AudioSink,,,,,
Service Classes and Profiles,0x110C,A/V_RemoteControlTarget,,,,,
Service Classes and Profiles,0x110D,AdvancedAudioDistribution,,,,,
Service Classes and Profiles,0x110E,A/V_RemoteControl,,,,,
Service Classes and Profiles,0x110F,A/V_RemoteControlController,,,,,
Service Classes and Profiles,0x1110,Intercom,,,,,
Service Classes and Profiles,0x1111,Fax,,,,,
Service Classes and Profiles,0x1112,Headset - Audio Gateway,,,,,
Service Classes and Profiles,0x1113,WAP,,,,,
Service Classes and Profiles,0x1114,WAP_CLIENT,,,,,
Service Classes and Profiles,0x1115,PANU,,,,,
Service Classes and Profiles,0x1116,NAP,,,,,
Service Classes and Profiles,0x1117,GN,,,,,
Service Classes and Profiles,0x1118,DirectPrinting,,,,,
Service Classes and Profiles,0x1119,ReferencePrinting,,,,,
Service Classes and Profiles,0x111A,Basic Imaging Profile,,,,,
Service Classes and Profiles,0x111B,ImagingResponder,,,,,
Service Classes and Profiles,0x111C,ImagingAutomaticArchive,,,,,
Service Classes and Profiles,0x111D,ImagingReferencedObjects,,,,,
Service Classes and Profiles,0x111E,Handsfree,,,,,
Service Classes and Profiles,0x111F,HandsfreeAudioGateway,,,,,
Service Classes and Profiles,0x1120,DirectPrintingReferenceObjectsService,,,,,
Service Classes and Profiles,0x1121,ReflectedUI,,,,,
Service Classes and Profiles,0x1122,BasicPrinting,,,,,
Service Classes and Profiles,0x1123,PrintingStatus,,,,,
Service Classes and Profiles,0x1124,HumanInterfaceDeviceService,,,,,
Service Classes and Profiles,0x1125,HardcopyCableReplacement,,,,,
Service Classes and Profiles,0x1126,HCR_Print,,,,,
Service Classes and Profiles,0x1127,HCR_Scan,,,,,
Service Classes and Profiles,0x1128,Common_ISDN_Access,,,,,
Service Classes and Profiles,0x112D,SIM_Access,,,,,
Service Classes and Profiles,0x112E,Phonebook Access - PCE,,,,,
Service Classes and Profiles,0x112F,Phonebook Access - PSE,,,,,
Service Classes and Profiles,0x1130,Phonebook Access,,,,,
Service Classes and Profiles,0x1131,Headset - HS,,,,,
Service Classes and Profiles,0x1132,Message Access Server,,,,,
Service Classes and Profiles,0x1133,Message Notification Server,,,,,
Service Classes and Profiles,0x1134,Message Access Profile,,,,,
Service Classes and Profiles,0x1135,GNSS,,,,,
Service Classes and Profiles,0x1136,GNSS_Server,,,,,
Service Classes and Profiles,0x1137,3D Display,,,,,
Service Classes and Profiles,0x1138,3D Glasses,,,,,
Service Classes and Profiles,0x1139,3D Synchronization,,,,,
Service Classes and Profiles,0x113A,MPS Profile UUID,,,,,
Service Classes and Profiles,0x113B,MPS SC UUID,,,,,
Service Classes and Profiles,0x113C,CTN Access Service,,,,,
Service Classes and Profiles,0x113D,CTN Notification Service,,,,,
Service Classes and Profiles,0x113E,CTN Profile,,,,,
Service Classes and Profiles,0x1200,PnPInformation,,,,,
Service Classes and Profiles,0x1201,GenericNetworking,,,,,
Service Classes and Profiles,0x1202,GenericFileTransfer,,,,,
Service Classes and Profiles,0x1203,GenericAudio,,,,,
Service Classes and Profiles,0x1204,GenericTelephony,,,,,
Service Classes and Profiles,0x1205,UPNP_Service,,,,,
Service Classes and Profiles,0x1206,UPNP_IP_Service,,,,,
Service Classes and Profiles,0x1300,ESDP_UPNP_IP_PAN,,,,,
Service Classes and Profiles,0x1301,ESDP_UPNP_IP_LAP,,,,,
Service Classes and Profiles,0x1302,ESDP_UPNP_L2CAP,,,,,
Service Classes and Profiles,0x1303,VideoSource,,,,,
Service Classes and Profiles,0x1304,VideoSink,,,,,
Service Classes and Profiles,0x1305,VideoDistribution,,,,,
Service Classes and Profiles,0x1400,HDP,,,,,
Service Classes and Profiles,0x1401,HDP Source,,,,,
Service Classes and Profiles,0x1402,HDP Sink,,,,,
